商户ID,商户代码,终端号,商户名,省份,市,区,纬度,经度,用户地址,商圈信息
677744,QRC482200009247,01080209,,贵州省,贵阳市,南明区,26.562056,106.733107,贵州省贵阳市南明区嘉润路45号,待定
677745,102701058121734,01080209,,贵州省,贵阳市,南明区,26.580109999999998,106.712502,贵州省贵阳市南明区都司路101,待定
677746,QRC480252058974,01080209,,贵州省,贵阳市,南明区,26.559528000000004,106.674301,贵州省贵阳市南明区甲秀南路,待定
677747,102701048161366,01080209,,贵州省,贵阳市,南明区,26.581186,106.712525,贵州省贵阳市南明区瑞金中路10号,待定
677748,QRC480252046527,00083041,,贵州省,贵阳市,南明区,26.560715999999996,106.72691599999999,贵州省贵阳市南明区南厂路,待定
677749,102701054990639,01080209,,贵州省,贵阳市,南明区,26.580585,106.71303799999998,贵州省贵阳市南明区瑞金南路32-3,待定
677750,102701072781704,01080209,,贵州省,贵阳市,南明区,26.580835999999998,106.712768,贵州省贵阳市南明区瑞金中路32,待定
677751,102701058121732,01080209,,贵州省,贵阳市,南明区,26.580776,106.71266000000001,贵州省贵阳市南明区瑞金南路32-3,待定
677752,QRC485070000213,01080209,,贵州省,贵阳市,南明区,26.573878999999998,106.715581,贵州省贵阳市南明区瑞金南路131号,待定
677753,QRC482611112629,01080209,,贵州省,贵阳市,南明区,26.567815999999997,106.71827900000001,贵州省贵阳市南明区兴关路160,待定
677754,102701050510878,01080209,,贵州省,贵阳市,南明区,26.580681,106.713049,贵州省贵阳市南明区瑞金中路32,待定
677755,102701089111639,01080209,,贵州省,贵阳市,南明区,26.554056,106.742324,贵州省贵阳市南明区东站立交,待定
677756,105000241218370,10010901,,贵州省,贵阳市,南明区,26.569739000000002,106.689771,贵州省贵阳市南明区公园中路,待定
677757,QRC482200004837,01080209,,贵州省,贵阳市,南明区,26.590312,106.764724,贵州省贵阳市南明区水东路,待定
677758,102701058121735,01080209,,贵州省,贵阳市,南明区,26.580721999999998,106.712523,贵州省贵阳市南明区瑞金南路32-4,待定
677759,QRC482200008434,01080209,,贵州省,贵阳市,南明区,26.574193,106.72673300000001,贵州省贵阳市南明区翠微巷5号,待定
677760,QRC482200001329,01080209,,贵州省,贵阳市,南明区,26.508390999999996,106.72769299999999,贵州省贵阳市南明区贵惠大道,待定
677761,QRC480252022575,00083221,,贵州省,贵阳市,南明区,26.566557,106.73031999999999,贵州省贵阳市南明区嘉润路2号,待定
677762,102702080430017,01080209,,贵州省,贵阳市,南明区,26.573078000000002,106.70811599999999,贵州省贵阳市南明区贵惠路62号,待定
677763,102701072781705,01080209,,贵州省,贵阳市,南明区,26.580696999999997,106.713035,贵州省贵阳市南明区瑞金中路32,待定
677764,102701055110813,01080209,,贵州省,贵阳市,南明区,26.554076000000002,106.742294,贵州省贵阳市南明区东站立交,待定
677765,102701056510279,01080209,,贵州省,贵阳市,南明区,26.580001,106.712704,贵州省贵阳市南明区都司路99,待定
677766,QRC482200007927,01080209,,贵州省,贵阳市,南明区,26.500778000000004,106.732872,贵州省贵阳市南明区,待定
677767,QRC483470000470,00000528,,贵州省,贵阳市,南明区,26.542723,106.69056100000002,贵州省贵阳市南明区G321(花溪大道中段),待定
677768,QRC482611111429,01080209,,贵州省,贵阳市,南明区,26.562963,106.714932,贵州省贵阳市南明区沙冲北路66,待定
677769,105701000004294,00096817,,贵州省,贵阳市,南明区,26.577619,106.709321,贵州省贵阳市南明区建筑巷,待定
677770,102701053990864,01080209,,贵州省,贵阳市,南明区,26.580679999999997,106.713035,贵州省贵阳市南明区瑞金中路32,待定
677771,QRC480200005514,00000464,,贵州省,贵阳市,南明区,26.568953000000004,106.717528,贵州省贵阳市南明区纺织巷,待定
677772,QRC480252073000,00082352,,贵州省,贵阳市,南明区,26.580205,106.70784099999999,贵州省贵阳市南明区琼花巷20号,待定
677773,QRC485070000412,01080209,,贵州省,贵阳市,南明区,26.574143,106.715823,贵州省贵阳市南明区瑞金南路131号,待定
677774,102701056910015,01080209,,贵州省,贵阳市,南明区,26.580391,106.71298999999999,贵州省贵阳市南明区都司路95,待定
677775,102701072781706,01080209,,贵州省,贵阳市,南明区,26.580608,106.71303700000001,贵州省贵阳市南明区瑞金南路32-3,待定
677776,QRC482200006935,01080209,,贵州省,贵阳市,南明区,26.569657,106.69351699999999,贵州省贵阳市南明区惠隆路,待定
677777,105000073112651,10003332,,贵州省,贵阳市,南明区,26.575526,106.728021,贵州省贵阳市南明区西湖路68号,待定
677778,QRC480252045231,01080209,,贵州省,贵阳市,南明区,26.559286,106.673629,贵州省贵阳市南明区甲秀南路,待定
677779,QRC482200002992,01080209,,贵州省,贵阳市,南明区,26.50672,106.72936200000001,贵州省贵阳市南明区贵惠大道,待定
677780,102702057320033,01080209,,贵州省,贵阳市,南明区,26.574094,106.708265,贵州省贵阳市南明区贵惠路83,待定
677781,105000354994092,10014283,,贵州省,贵阳市,南明区,26.562464000000002,106.70217099999999,贵州省贵阳市南明区南冲巷10,待定
677782,QRC482200007216,01080209,,贵州省,贵阳市,南明区,26.556982,106.70878700000002,贵州省贵阳市南明区朝阳洞路39号,待定
677783,102701089111637,01080209,,贵州省,贵阳市,南明区,26.580393,106.71273799999999,贵州省贵阳市南明区瑞金南路34,待定
677784,QRC485070000442,01080209,,贵州省,贵阳市,南明区,26.573868,106.71563700000002,贵州省贵阳市南明区瑞金南路131号,待定
677785,QRC482200009242,01080209,,贵州省,贵阳市,南明区,26.553252,106.680907,贵州省贵阳市南明区延安南路,待定
677786,QRC482200005216,01080209,,贵州省,贵阳市,南明区,26.552887,106.69866499999999,贵州省贵阳市南明区桃园路,待定
677787,QRC480252046170,00034317,,贵州省,贵阳市,南明区,26.566084000000004,106.71891799999999,贵州省贵阳市南明区解放路41号,待定
677788,QRC482200003156,01080209,,贵州省,贵阳市,南明区,26.552946000000002,106.699444,贵州省贵阳市南明区桃园路,待定
677789,102701089992705,01080209,,贵州省,贵阳市,南明区,26.58057800000001,106.71303700000001,贵州省贵阳市南明区瑞金南路32-3,待定
677790,QRC485070000888,00000241,,贵州省,贵阳市,南明区,26.579257000000002,106.715923,贵州省贵阳市南明区都司路128号,待定
677791,QRC485070000750,01080209,,贵州省,贵阳市,南明区,26.573856,106.71561200000001,贵州省贵阳市南明区瑞金南路131号,待定
677792,105000341211100,10012736,,贵州省,贵阳市,南明区,26.577438,106.724694,贵州省贵阳市南明区西湖路,待定
677793,102701056510278,01080209,,贵州省,贵阳市,南明区,26.580576,106.71303300000001,贵州省贵阳市南明区瑞金南路32-3,待定
677794,102701089111638,01080209,,贵州省,贵阳市,南明区,26.580561,106.71303600000002,贵州省贵阳市南明区瑞金南路32-3,待定
677795,102701089111640,01080209,,贵州省,贵阳市,南明区,26.554018,106.74242,贵州省贵阳市南明区东站立交,待定
677796,102701059490500,01080209,,贵州省,贵阳市,南明区,26.580394000000002,106.7127,贵州省贵阳市南明区瑞金南路34,待定
677797,QRC480252024071,00081359,,贵州省,贵阳市,南明区,26.560049,106.706398,贵州省贵阳市南明区玉厂路58,待定
677798,102701050720565,01080209,,贵州省,贵阳市,南明区,26.580551,106.713026,贵州省贵阳市南明区瑞金南路32-3,待定
677799,102701059770239,01080209,,贵州省,贵阳市,南明区,26.580583,106.71303700000001,贵州省贵阳市南明区瑞金南路32-3,待定
677800,102701073940277,01080209,,贵州省,贵阳市,南明区,26.580362,106.71283000000001,贵州省贵阳市南明区都司路99,待定
677801,102701076290028,01080209,,贵州省,贵阳市,南明区,26.579951,106.712701,贵州省贵阳市南明区都司路99,待定
677802,QRC482100054119,00071419,,贵州省,贵阳市,南明区,26.565571999999996,106.71323999999998,贵州省贵阳市南明区解放路92-11号,待定
677803,QRC482200005176,01080209,,贵州省,贵阳市,南明区,26.556377,106.706453,贵州省贵阳市南明区朝阳洞路49号,待定
677804,102701056510276,01080209,,贵州省,贵阳市,南明区,26.580614,106.713039,贵州省贵阳市南明区瑞金南路32-3,待定
677805,102701073921114,01080209,,贵州省,贵阳市,南明区,26.579957,106.712701,贵州省贵阳市南明区都司路99,待定
677806,QRC482200001378,01080209,,贵州省,贵阳市,南明区,26.575656,106.74381399999999,贵州省贵阳市南明区汤家坡路,待定
677807,QRC485070000135,01080209,,贵州省,贵阳市,南明区,26.562953999999998,106.67220400000001,贵州省贵阳市南明区甲秀南路,待定
677808,QRC480200005717,00000681,,贵州省,贵阳市,南明区,26.574484,106.718125,贵州省贵阳市南明区遵义路,待定
677809,105701000002706,00090040,,贵州省,贵阳市,云岩区,26.582237,106.740489,贵州省贵阳市云岩区晒田坝路74号,待定
677810,QRC480252017057,00082921,,贵州省,贵阳市,南明区,26.558695,106.68060200000001,贵州省贵阳市南明区太金线,待定
677811,102701073490043,01080209,,贵州省,贵阳市,南明区,26.580665999999997,106.712994,贵州省贵阳市南明区瑞金中路32,待定
677812,102701059984843,01080209,,贵州省,贵阳市,南明区,26.580299,106.71293600000001,贵州省贵阳市南明区都司路95,待定
677813,102701073990803,01080209,,贵州省,贵阳市,南明区,26.580634000000003,106.712699,贵州省贵阳市南明区瑞金南路32-4,待定
677814,105000056995819,10000648,,贵州省,贵阳市,南明区,26.574336,106.72566100000002,贵州省贵阳市南明区新华路242号,待定
677815,QRC482200007947,01080209,,贵州省,贵阳市,南明区,26.574919,106.743195,贵州省贵阳市南明区汤家坡路,待定
677816,102701050470230,01080209,,贵州省,贵阳市,南明区,26.554026,106.74237,贵州省贵阳市南明区东站立交,待定
677817,QRC480200005394,00000596,,贵州省,贵阳市,南明区,26.558996999999998,106.65614,贵州省贵阳市南明区,待定
677818,QRC480252092245,01080209,,贵州省,贵阳市,南明区,26.558534,106.673658,贵州省贵阳市南明区甲秀南路,待定
677819,QRC485070000868,01080209,,贵州省,贵阳市,南明区,26.557416999999997,106.683283,贵州省贵阳市南明区黄岭路,待定
677820,102701055110866,01080209,,贵州省,贵阳市,南明区,26.580678999999996,106.712985,贵州省贵阳市南明区瑞金中路32,待定
677821,QRC482200007825,01080209,,贵州省,贵阳市,南明区,26.561646999999997,106.674986,贵州省贵阳市南明区小车河路,待定
